,title,location,ppp_number,price
1150,DI JUAL RU.SH SIAP BANGUN  GUNUNGANYAR  ...,Gununganyar Kec Gununganyar Surabaya,PPP Number : OXMDO-00000490,"IDR 750,000,000"
1151,RUMAH ADA 3 UNIT JEJER GUNUNG ANYAR TAMB...,Gunung Anyar Tambak,PPP Number : OXMHR-00000580,"IDR 675,000,000"
1152,DIJUAL CEPAT BANGET!! RUNGKUT,Rungkut Mapan Barat,PPP Number : OXMGH-00000557,"IDR 1,200,000,000"
1153,SELANGKAH DARI OERR. MURAH POLL,Gunung Anyar Mas,PPP Number : OXMGH-00000556,"IDR 750,000,000"
1154,MURAH POLL! RUMAH GUNUNG ANYAR,Gunung Anyar Mas,PPP Number : OXMGH-00000555,"IDR 670,000,000"
1155,DIJUAL RUMAH DI KEBONSARI V SURABAYA.,Kebonsari V Surabaya.,PPP Number : OXMMJ-00002538,"IDR 1,100,000,000"
1156,RUMAH BARU GRESS RUNGKUT,wonorungkut,PPP Number : OXMHV-00000454,"IDR 1,250,000,000"
1157,RUMAH BARU DEKAT KAMPUS UK PETRA,Harmoni Kutisari Selatan,PPP Number : OXMTP-00006895,"IDR 895,000,000"
1158,RUMAH KUTISARI INDAH,"Kutisari Indah siap huni,tenang,nyaman",PPP Number : OXMTS-00000821,"IDR 1,150,000,000"
1159,RUMAH BAGUS TERAWAT BAIK DI SURABAYA BAR...,perum sambi kerep indah utara,PPP Number : OXMDR-00000823,"IDR 850,000,000"
1160,"JUAL RUMAH HITUNG TANAH, COCOK BUAT KOS2...",dukuh kupang barat iii,PPP Number : OXMDR-00000821,"IDR 1,100,000,000"
1161,DIJUAL RUMAH RUNGKUT ASRI TENGAH MURAH M...,Rungkut Asri Tengah,PPP Number : OXMCI-00002711,"IDR 1,400,000,000"
1162,DIJUAL/ DISEWAKAN RUMAH DI KEBONSARI SUR...,kebonsari,PPP Number : OXMMJ-00002524,"IDR 1,100,000,000"
1163,DIJUAL RUMAH CILAND NWL 2 LT MODERN MINI...,North West Lake,PPP Number : OXMCI-00002708,"IDR 950,000,000"
1164,RUMAH MANUKAN INDAH KAWASAN RAMAI DAN NY...,Manukan Indah,PPP Number : OXMHR-00000578,"IDR 900,000,000"
1165,RUMAH ALA JEPANG ADA DI KUTISARI,Perumahan Kutisari Indah,PPP Number : OXMTS-00000810,"IDR 1,400,000,000"
1166,JUAL RUMAH DI GRAND HARVEST,Grand Harvest,PPP Number : OXMNC-00001806,"IDR 1,400,000,000"
1167,JUAL RUMAH DI GRAND HARVEST,Grand Harvest,PPP Number : OXMNC-00001805,"IDR 1,400,000,000"
1168,RUMAH GRESS MIKNIMALIS TAMBAK WEDI SURAB...,tambak wedi,PPP Number : OXMMJ-00002513,"IDR 875,000,000"
1169,DI JUAL RUMAH SIAP HUNI DI WIGUNA TIMUR ...,wiguna timur,PPP Number : OXMTP-00006871,"IDR 1,175,000,000"
1170,DIJUAL RUMAH KOST NGAGEL MADYA SIAP PAKA...,ngagel madya,PPP Number : OXMMJ-00002502,"IDR 1,500,000,000"
1171,RUMAH MURAH 1 1/2 LANTAI FURNISED,Gunung Sari Indah,PPP Number : OXMGH-00000553,"IDR 1,050,000,000"
1172,"CITRALAND, NORTH WEST LAKE, TYPE CHILIKA",north west lake,PPP Number : OXMPN-00000212,"IDR 1,400,000,000"
1173,RUMAH POJOK LUAS MURAH DI PERUM BABATAN ...,Babatan Indah,PPP Number : OXMTP-00006818,"IDR 1,200,000,000"
1174,RUMAH MURAH DI GRIYA BABATAN MUKTI WIYUN...,Griya babatan mukti,PPP Number : OXMTP-00006817,"IDR 1,500,000,000"
1175,PROPERTY RUMAH POJOK MURAH LUAS DI PERUM...,Babatan Indah,PPP Number : OXMTP-00006812,"IDR 1,200,000,000"
1176,PROPERTY RUMAH GRIYA BABATAN MUKTI MURAH...,Griya babatan mukti,PPP Number : OXMTP-00006811,"IDR 1,500,000,000"
1177,PROPERTY RUMAH MURAH DI BABATAN INDAH WI...,Babatan Indah,PPP Number : OXMTP-00006809,"IDR 750,000,000"
1178,RUMAH POJOK MURAH DI PERUM BABATAN INDAH...,Babatan Indah,PPP Number : OXMTP-00006808,"IDR 1,200,000,000"
1179,RUMAH MURAH GRIYA BABATAN MUKTI WIYUNG S...,Griya babatan mukti,PPP Number : OXMTP-00006807,"IDR 1,500,000,000"
1180,RUMAH BABATAN INDAH BLOK B MURAH LOKASI ...,Babatan Indah,PPP Number : OXMTP-00006805,"IDR 750,000,000"
1181,DIJUAL RUMAH DI LEBAK REJO SURABAYA,Lebak Rejo Surabaya,PPP Number : OXMVR-00001247,"IDR 995,000,000"
1182,DIJUAL RUMAH MODERN MINIMALIS 2 LT TAMAN...,Taman Pondok Indah,PPP Number : OXMCI-00002699,"IDR 1,500,000,000"
1183,DIJUAL RUMAH PURIMAS UBUD SURABAYA RON.A...,PURIMAS UBUD,PPP Number : OXMTG-00001636,"IDR 1,300,000,000"
1184,DIJUAL RUMAH TAMAN PONDOK INDAH 2LT MODE...,Taman Pondok Indah,PPP Number : OXMCI-00002698,"IDR 1,500,000,000"
1185,DIJUAL RUMAH PURIMAS LEGIAN PARADISE SUR...,PURIMAS LEGIAN PARADISE,PPP Number : OXMTG-00001631,"IDR 1,100,000,000"
1186,DIJUAL RUMAH UBUD 3 PURIMAS SURABAYA RON...,UBUD 3 PURIMAS,PPP Number : OXMTG-00001622,"IDR 1,100,000,000"
1187,"RUMAH SETRO, KENJERAN SURABAYA TIMUR",kenjeran,PPP Number : OXMMJ-00002462,"IDR 950,000,000"
